Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
Murdered: Soul Suspect,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59,60,6.9,310,Airtight Games,M,x,x,
Murdered: Soul Suspect,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16,51,17,7,130,Airtight Games,M,x,x,
Murdered: Soul Suspect,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,379,Airtight Games,M,x,x,
Musashi: Samurai Legend,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,8.9,9,Square Enix,T,,x,
Mushroom Men: Rise of the Fungi,2008,Action,SouthPeak Games,0.1,0,0,0.01,0.11,45,16,7.3,4,Red Fly Studio,E,,x,
Mushroom Men: The Spore Wars,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,72,37,8.7,33,Red Fly Studio,E10+,,x,
MVP 06 NCAA Baseball,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,27,9,18,EA Canada,E,,x,
MVP 06 NCAA Baseball,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34,75,29,8.6,17,EA Canada,E,,x,
MVP Baseball,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,7.7,16,EA Canada,E,,x,
MVP Baseball 2003,2003,Sports,Electronic Arts,0.51,0.4,0,0.13,1.04,81,22,8.9,17,EA Sports,E,,x,
MVP Baseball 2003,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,82,18,9,9,EA Sports,E,,x,
MVP Baseball 2004,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,1.34,90,28,8.6,51,EA Sports,E,,x,
MVP Baseball 2004,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,90,31,8.5,19,EA Sports,E,,x,
MVP Baseball 2004,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26,89,25,8.5,11,EA Sports,E,,x,
MVP Baseball 2005,2005,Sports,Electronic Arts,1.26,0.07,0,0.21,1.54,87,25,8.6,47,EA Sports,E,,x,
MVP Baseball 2005,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,88,20,8.7,16,EA Sports,E,,x,
MX 2002 Featuring Ricky Carmichael,2001,Racing,THQ,0.27,0.21,0,0.07,0.56,76,17,8.3,9,Pacific Coast Power & Light,E,,x,
MXRider,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,69,16,6.8,6,Paradigm Entertainment,E,,x,
MX Unleashed,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46,Rainbow Studios,E,,x,
MX Unleashed,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,18,9.3,12,Rainbow Studios,E,,x,
MX vs. ATV: Alive,2011,Racing,THQ,0.37,0.13,0,0.04,0.55,63,43,7.2,24,THQ Digital Studio Phoenix,E,,x,
MX vs. ATV: Alive,2011,Racing,THQ,0.24,0.15,0,0.07,0.46,61,41,6.7,11,THQ Digital Studio Phoenix,E,,x,
MX vs. ATV Reflex,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,74,44,7.4,10,Rainbow Studios,E,,x,
MX vs. ATV Reflex,2009,Racing,THQ,0.52,0.14,0,0.06,0.72,75,47,6.6,30,Rainbow Studios,E,,x,
MX vs. ATV Supercross,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14,Nordic Games Publishing,E,,x,
MX vs. ATV Supercross,2014,Racing,Nordic Games,0.02,0.01,0,0,0.03,58,4,3.5,4,Nordic Games Publishing,E,,x,
MX vs. ATV Supercross Encore,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,Rainbow Studios,E,,x,
MX vs. ATV Unleashed,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,8.4,17,Rainbow Studios,E,,x,
MX vs. ATV Unleashed,2005,Racing,THQ,0.32,0.07,0,0.01,0.4,80,21,8.3,13,Rainbow Studios,E,,x,
MX vs. ATV Unleashed: On the Edge,2006,Racing,THQ,0.64,0,0,0.05,0.69,68,22,8.1,7,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007,Racing,THQ,0.55,0.08,0,0.06,0.68,70,43,7.1,17,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007,Racing,THQ,0.35,0.06,0,0.05,0.46,67,33,6.1,8,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2007,Racing,THQ,0.32,0.01,0,0.05,0.38,53,13,8.2,5,Rainbow Studios,E,,x,
MX vs. ATV Untamed,2008,Racing,THQ,0.28,0.02,0,0.02,0.33,70,7,8.3,9,Rainbow Studios,E,,x,
My Japanese Coach,2008,Misc,Ubisoft,0.24,0,0,0.02,0.27,59,4,6.7,6,"Ubisoft, Sensory Sweep",E,,x,
MySims,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,TOSE,E,,x,
MySims,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,EA Redwood Shores,E,,x,
MySims,2008,Simulation,Electronic Arts,0,0.02,0,0,0.03,70,12,6.4,8,EA Redwood Shores,E,,x,
MySims Agents,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03,78,28,8.6,28,Electronic Arts,E,,x,
MySims Kingdom,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76,19,8.1,24,EA Redwood Shores,E,,x,
MySims Racing,2009,Racing,Electronic Arts,0.25,0.29,0,0.07,0.61,67,11,7.3,4,EA Games,E,,x,
MySims Racing,2009,Racing,Electronic Arts,0.19,0.23,0,0.05,0.47,68,22,7.4,5,EA Games,E,,x,
MySims SkyHeroes,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5,Electronic Arts,E10+,,x,
MySims SkyHeroes,2010,Action,Electronic Arts,0.09,0,0,0.01,0.1,56,15,5.5,4,Behaviour Interactive,E10+,,x,
Myst,2006,Adventure,Midway Games,0,0.01,0,0,0.01,69,4,4.8,5,Hoplite Research,E,,x,
Myst,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,43,25,3.5,6,Hoplite Research,E,,x,
Mystery Case Files: The Malgrave Incident,2011,Adventure,Nintendo,0.17,0.13,0,0.03,0.32,65,26,8.2,5,Sanzaru Games,E,,x,
Mystery Dungeon: Shiren the Wanderer,2006,Role-Playing,Sega,0.17,0,0.33,0.02,0.52,69,27,8.2,21,ChunSoft,E,,x,
Mystic Heroes,2002,Action,Tecmo Koei,0.03,0.01,0.04,0,0.09,67,13,8.5,26,Koei,T,,x,
Mystic Heroes,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,67,7,8.6,14,Koei,T,,x,
Myst III: Exile,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28,57,9,7,4,Presto Studios,E,,x,
My Street,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24,46,21,3.9,14,Idol Minds,E,,x,
Mytran Wars,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12,68,16,8.8,4,Stormregion,T,,x,
My Weight Loss Coach,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,Ubisoft Montreal,E,,x,
My Word Coach,2007,Misc,Ubisoft,0.37,0.89,0,0.18,1.44,71,7,6.8,5,Ubisoft,E,,x,
N+,2007,Platform,Atari,0.06,0,0,0,0.07,82,20,7.4,20,"Metanet Software Inc., SilverBirch Studios",E,,x,
N+,2007,Platform,Atari,0.03,0,0,0,0.03,79,21,7.8,18,"Metanet Software Inc., SilverBirch Studios",E,,x,
Nacho Libre,2006,Action,Majesco Entertainment,0.03,0,0,0,0.03,56,6,5.8,6,BudCat,E10+,,x,
nail'd,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12,66,36,6.2,13,Techland,E10+,,x,
nail'd,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,64,49,7.1,16,Techland,E10+,,x,
Namco Museum,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,Mass Media,E,,x,
Namco Museum,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,Mass Media,E,,x,
Namco Museum Battle Collection,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,73,28,7.2,9,TOSE,E10+,,x,
Namco Museum DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29,67,19,5.9,8,M2,E,,x,
Namco Museum Remix,2007,Misc,Atari,0.68,0,0,0.05,0.74,49,18,6.3,4,TOSE,E,,x,
Nancy Drew: The Mystery of the Clue Bender Society,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26,46,5,3.6,5,Gorilla Systems,E10+,,x,
Nano Assault,2011,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.08,75,8,7.7,18,Shin'en,E10+,,x,
NanoBreaker,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,51,38,6.7,11,KCET,M,,x,
Nanostray,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,71,43,7.7,19,Shin'en,E,,x,
Nanostray 2,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,23,7.8,8,Shin'en,E,,x,
Napoleon: Total War,2010,Strategy,Sega,0.02,0.53,0,0.12,0.66,81,56,7.9,515,Creative Assembly,T,,x,
Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment,0.03,0,0,0,0.04,37,14,4.6,7,7 Studios,E10+,,x,
Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment,0.02,0,0,0,0.03,45,9,7.3,4,7 Studios,E10+,,x,
NARC,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,7,21,Point of View,M,,x,
NARC,2005,Shooter,Midway Games,0.14,0.04,0,0.01,0.18,51,27,2.8,6,Point of View,M,,x,
Naruto: Clash of Ninja,2003,Fighting,Tomy Corporation,0.53,0.14,0,0.02,0.68,72,21,8.1,20,Tomy Corporation,T,,x,
Naruto: Clash of Ninja 2,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74,22,8.9,39,8ing/Raizing,T,,x,
Naruto: Clash of Ninja Revolution,2007,Fighting,Tomy Corporation,0.44,0.46,0,0.11,1.01,74,23,8,27,8ing/Raizing,T,,x,
Naruto: Clash of Ninja Revolution 2,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.38,72,20,8.4,16,Eighting,T,,x,
Naruto: Ninja Council,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,60,12,7.1,9,Aspect,E10+,,x,
Naruto: Ninja Council 3,2006,Action,D3Publisher,0.39,0,0,0.03,0.42,56,23,6.5,13,Aspect,E10+,,x,
Naruto: Ninja Destiny,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0,0.19,61,22,4.4,10,Takara Tomy,T,,x,
Naruto: Path of the Ninja,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,0.4,57,18,7.2,9,TOSE,E10+,,x,
Naruto: Path of the Ninja 2,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23,62,18,7.5,6,TOSE,E10+,,x,
Naruto: Powerful Shippuden,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71,13,5.4,19,Inti Creates,E10+,,x,
Naruto: Rise of a Ninja,2007,Action,Ubisoft,0.29,0.01,0,0.03,0.33,78,35,8.6,84,Ubisoft Montreal,T,,x,
Naruto: The Broken Bond,2008,Action,Ubisoft,0.24,0.28,0,0.06,0.59,80,34,7.8,46,Ubisoft Montreal,T,,x,
Naruto: Ultimate Ninja,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61,75,34,7.7,35,CyberConnect2,T,,x,
Naruto: Ultimate Ninja 2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,73,27,7.9,27,CyberConnect2,T,,x,
Naruto: Ultimate Ninja 3,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,8.7,33,CyberConnect2,T,,x,
Naruto: Ultimate Ninja Heroes,2006,Fighting,Namco Bandai Games,0.26,0,0,0,0.26,70,11,6.6,11,Bandai,T,,x,
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,Fighting,Atari,0.14,0,0,0.01,0.16,64,20,7.8,17,CyberConnect2,T,,x,
Naruto: Ultimate Ninja Storm,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75,32,8.6,95,CyberConnect2,T,,x,
Naruto: Uzumaki Chronicles 2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58,52,22,6.9,17,Cavia Inc.,T,,x,
Naruto Shippuden: Clash of Ninja Revolution 3,2009,Fighting,Nintendo,0.44,0.03,0,0.04,0.51,74,23,8.1,21,8ing/Raizing,T,,x,
Naruto Shippuden: Dragon Blade Chronicles,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38,14,3,12,"Eighting, Takara Tomy",E10+,,x,
Naruto Shippuden: Kizuna Drive,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,Premium Agency,T,,x,
Naruto Shippuden: Legends: Akatsuki Rising,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15,60,15,6.2,10,Racjin,T,,x,
Naruto Shippuden: Ninja Destiny 2,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,Takara Tomy,T,,x,
Naruto Shippuden: Ultimate Ninja Heroes 3,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61,22,6.6,19,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Impact,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59,16,7.2,26,Racjin,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76,34,8.3,130,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74,31,8.5,39,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 3,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70,16,7.7,67,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79,60,8.2,201,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm 4,2016,Fighting,Namco Bandai Games,0.21,0.07,0,0.03,0.3,81,11,8.5,51,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,Namco Bandai Games,0.27,0.24,0.14,0.08,0.73,74,23,7.1,83,"CyberConnect2, Racjin",T,,x,
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74,35,7.2,47,"CyberConnect2, Racjin",T,,x,
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,7.5,100,CyberConnect2,T,,x,
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,Namco Bandai Games,0.14,0.06,0,0.02,0.22,62,11,7.3,44,CyberConnect2,T,,x,
NASCAR,2006,Racing,Electronic Arts,0.09,0,0,0.01,0.1,66,13,5.3,6,Exient Entertainment,E,,x,
NASCAR: Dirt to Daytona,2002,Racing,Infogrames,0.07,0.02,0,0,0.09,85,8,7.3,7,Monster Games Inc.,E,,x,
NASCAR '14,2014,Racing,Deep Silver,0.15,0,0,0.02,0.17,65,4,5.1,14,Deep Silver,E,,x,
NASCAR '14,2014,Racing,Deep Silver,0.09,0,0,0.02,0.11,67,7,4.6,20,Eutechnyx,E,,x,
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63,78,18,7.7,18,EA Sports,E,,x,
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,79,25,5.9,7,EA Sports,E,,x,
NASCAR 07,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11,68,26,8.9,16,EA Tiburon,E,,x,
NASCAR 07,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4,EA Tiburon,E,,x,
NASCAR 08,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30,EA Tiburon,E,,x,
NASCAR 08,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,8.2,9,EA Tiburon,E,,x,
NASCAR 08,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,5,14,EA Tiburon,E,,x,
NASCAR 09,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25,69,32,7.8,15,EA Games,E,,x,
NASCAR 09,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25,65,22,7.5,10,EA Games,E,,x,
NASCAR 2001,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81,73,8,6.1,9,Black Box,E,,x,
NASCAR 2001,2000,Racing,Electronic Arts,0.34,0.27,0,0.09,0.7,66,16,6.6,9,EA Sports,E,,x,
NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,1.41,87,19,8.4,15,EA Tiburon,E,,x,
NASCAR 2011: The Game,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,Eutechnyx,E,,x,
NASCAR 2011: The Game,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,3.7,15,Eutechnyx,E,,x,
NASCAR 2011: The Game,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9,Eutechnyx,E,,x,
NASCAR Heat Evolution,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E,,x,
NASCAR Kart Racing,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.42,70,12,8.1,9,Electronic Arts,E,,x,
NASCAR The Game: Inside Line,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27,Eutechnyx,E,,x,
NASCAR The Game: Inside Line,2012,Racing,Activision,0.07,0,0,0.01,0.08,76,4,4.5,15,Eutechnyx,E,,x,
NASCAR Thunder 2002,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16,85,17,8.5,22,EA Sports,E,,x,
NASCAR Thunder 2002,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,69,8,6.9,10,Black Box,E,,x,
NASCAR Thunder 2003,2002,Racing,Electronic Arts,0.24,0.06,0,0.01,0.31,85,12,6.6,5,EA Sports,E,,x,
NASCAR Thunder 2004,2003,Racing,Electronic Arts,0.53,0.41,0,0.14,1.08,88,15,8.9,77,EA Tiburon,E,,x,
NASCAR Thunder 2004,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23,85,14,9.1,15,EA Games,E,,x,
Natural Doctrine,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,31,6,79,Kadokawa,M,x,x,
Natural Doctrine,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60,7,7.5,29,Kadokawa,M,x,x,
Naughty Bear,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,5.5,49,Artificial Mind and Movement,T,,x,
Naughty Bear,2010,Action,505 Games,0.21,0.15,0,0.04,0.4,43,51,5.6,70,Artificial Mind and Movement,T,,x,
Naval Assault: The Killing Tide,2010,Simulation,505 Games,0.08,0.07,0,0.02,0.17,40,11,4.2,5,Artech Studios,T,,x,
Naval Ops: Warship Gunner,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11,67,17,8.9,23,Micro Cabin,T,,x,
NBA,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.21,57,25,6.9,14,989 Sports,E,,x,
NBA 06,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53,63,26,6.3,27,SCEA Sports Studio,E,,x,
NBA 06,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,72,19,5.4,8,SCEA Sports Studio,E,,x,
NBA 07,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02,0.27,63,24,6.3,10,SCEA,E,,x,
NBA 07,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02,0.2,68,24,7,5,SCEA,E,,x,
NBA 07,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,24,6.8,5,SCEA,E,,x,
NBA 08,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,37,6,4,SCEA San Diego Studios,E,,x,
NBA 08,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,0.03,75,18,7.5,8,SCEA,E,,x,
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.16,0,0,0.01,0.17,79,9,7.4,7,SCEA San Diego Studios,E,,x,
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15,63,17,5.1,7,SCEA San Diego Studios,E,,x,
NBA 10: The Inside,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08,69,13,3,13,SCEA San Diego Studios,E,,x,
NBA 2K10,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97,82,46,7.6,34,Visual Concepts,E,,x,
NBA 2K10,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83,30,7.8,39,Visual Concepts,E,,x,
NBA 2K11,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,89,50,8.1,100,Visual Concepts,E,,x,
NBA 2K11,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,105,Visual Concepts,E,,x,
NBA 2K11,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19,82,6,8.6,37,Visual Concepts,E,,x,
NBA 2K12,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134,Visual Concepts,E,,x,
NBA 2K12,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,90,38,6.7,127,Visual Concepts,E,,x,
NBA 2K12,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02,0.16,86,5,7.1,66,Visual Concepts,E,,x,
NBA 2K13,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3,88,41,7.2,131,Visual Concepts,E,,x,
NBA 2K13,2012,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,90,26,8,99,Visual Concepts,E,,x,
NBA 2K13,2012,Sports,Take-Two Interactive,0.07,0.04,0,0.01,0.13,85,17,7,43,Visual Concepts,E,,x,
NBA 2K13,2012,Sports,Take-Two Interactive,0,0.02,0,0,0.03,90,5,6.8,130,Visual Concepts,E,,x,
NBA 2K14,2013,Sports,Take-Two Interactive,2.1,0.19,0,0.23,2.52,87,23,4.9,150,Visual Concepts,E,,x,
NBA 2K14,2013,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,84,26,4.9,142,Visual Concepts,E,,x,
NBA 2K14,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.45,85,20,6.5,368,Visual Concepts,E,,x,
NBA 2K14,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.09,0.91,86,15,5.7,183,Visual Concepts,E,,x,
NBA 2K15,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,83,50,7,291,Visual Concepts,E,,x,
NBA 2K15,2014,Sports,Take-Two Interactive,1.37,0.18,0,0.18,1.72,82,9,6.3,101,Visual Concepts,E,,x,
NBA 2K16,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87,51,6.7,364,Visual Concepts,E10+,,x,
NBA 2K16,2015,Sports,Take-Two Interactive,1.95,0.15,0,0.24,2.34,86,14,6.2,115,Visual Concepts,E10+,,x,
NBA 2K17,2016,Sports,Take-Two Interactive,1.25,0.27,0.02,0.34,1.88,88,47,6.7,162,Visual Concepts,E,,x,
NBA 2K17,2016,Sports,Take-Two Interactive,0.86,0.06,0,0.11,1.02,90,17,6.2,91,Visual Concepts,E,,x,
NBA 2K17,2016,Sports,Take-Two Interactive,0,0.01,0,0,0.01,90,6,6.3,52,Visual Concepts,E,,x,
NBA 2K2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22,89,19,7.8,16,Visual Concepts,E,,x,
NBA 2K2,2002,Sports,Sega,0.15,0.04,0,0.01,0.2,90,17,7.6,5,Visual Concepts,E,,x,
NBA 2K2,2002,Sports,Sega,0.09,0.02,0,0,0.12,90,13,8,4,Visual Concepts,E,,x,
NBA 2K3,2002,Sports,Sega,0.51,0.4,0,0.13,1.05,89,21,8,22,Visual Concepts,E,,x,
NBA 2K3,2002,Sports,Sega,0.24,0.07,0,0.01,0.32,87,15,7.9,9,Visual Concepts,E,,x,
NBA 2K6,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88,84,23,8.3,13,Visual Concepts,E,,x,
NBA 2K6,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,84,27,8.7,15,Visual Concepts,E,,x,
NBA 2K6,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23,81,33,8.6,31,Visual Concepts,E,,x,
NBA 2K7,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78,81,12,8.4,18,"Kush Games, Visual Concepts",E,,x,
NBA 2K7,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58,84,46,7.8,67,"Kush Games, Visual Concepts",E,,x,
NBA 2K7,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,80,20,7.4,8,Visual Concepts,E,,x,
NBA 2K7,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,0.03,83,8,8.6,5,"Kush Games, Visual Concepts",E,,x,
NBA 2K8,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,81,33,7,28,Visual Concepts,E,,x,
NBA 2K8,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6,72,7,6,9,Visual Concepts,E,,x,
NBA 2K8,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55,81,18,6.8,19,Visual Concepts,E,,x,
NBA 2K9,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27,84,32,7.2,44,Visual Concepts,E,,x,
NBA 2K9,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61,82,30,7,37,Visual Concepts,E,,x,
NBA Ballers,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,9.2,19,Midway,E,,x,
NBA Ballers,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51,82,35,8.1,8,Midway,E,,x,
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.17,0,0,0.01,0.19,55,42,4.2,15,Midway,E,,x,
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.12,0,0,0.01,0.14,54,23,6.5,4,Midway,E,,x,
NBA Ballers: Phenom,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47,69,19,8.5,8,Midway,E,,x,
NBA Ballers: Rebound,2006,Sports,Midway Games,0.09,0,0,0.01,0.1,69,17,7.7,7,Backbone Entertainment,E,,x,
